REGION,TECHNOLOGY,YEAR,VALUE
"RE1","PWRCOA_A",2042,189.534197106246
"RE1","PWRNGS001_A",2043,58.7097834470531
"RE1","PWRNGS001_A",2044,109.82939465435
"RE1","PWRNGS001_A",2045,160.337716516535
"RE1","PWRNGS001_A",2046,229.881023370036
"RE1","PWRNGS001_A",2047,228.687750661089
"RE1","PWRNGS001_A",2048,255.973634691035
"RE1","PWRNGS001_A",2049,153.904030789606
"RE1","PWRNGS002_A",2049,31.7001555026154
"RE1","PWRNGS002_A",2050,100.311864563783
"RE1","PWRTRN_A",2022,1.75634484121394
"RE1","PWRTRN_A",2023,3.66236497274452
"RE1","PWRTRN_A",2024,5.72391973700026
"RE1","PWRTRN_A",2025,7.94789049484822
"RE1","PWRTRN_A",2026,12.5843675548369
"RE1","PWRTRN_A",2027,15.7312252605029
"RE1","PWRTRN_A",2028,19.1192742430264
"RE1","PWRTRN_A",2029,22.7629975682834
"RE1","PWRTRN_A",2030,26.6787193924138
"RE1","PWRTRN_A",2031,32.0007089012834
"RE1","PWRTRN_A",2032,37.0213894684386
"RE1","PWRTRN_A",2033,42.4554834081734
"RE1","PWRTRN_A",2034,48.3325184795168
"RE1","PWRTRN_A",2035,72.4928566871085
"RE1","PWRTRN_A",2036,66.6524274681987
"RE1","PWRTRN_A",2037,74.6626586669868
"RE1","PWRTRN_A",2038,83.3287543028568
"RE1","PWRTRN_A",2039,92.7013847484389
"RE1","PWRTRN_A",2040,102.834329793387
"RE1","PWRTRN_A",2041,86.3475606385904
"RE1","PWRTRN_A",2042,93.8229208567862
"RE1","PWRTRN_A",2043,101.73170479157
"RE1","PWRTRN_A",2044,110.100440708064
"RE1","PWRTRN_A",2045,118.951608871671
"RE1","PWRTRN_A",2046,130.898870869786
"RE1","PWRTRN_A",2047,140.977753517293
"RE1","PWRTRN_A",2048,151.635626644557
"RE1","PWRTRN_A",2049,162.904670330979
"RE1","PWRTRN_A",2050,174.8183560905
"RE1","PWRDIST_A",2019,33.4987886567777
"RE1","PWRDIST_A",2020,136.273962867985
"RE1","PWRDIST_A",2021,125.889906946301
"RE1","PWRDIST_A",2022,138.708347307284
"RE1","PWRDIST_A",2023,152.370476928037
"RE1","PWRDIST_A",2024,166.935342401128
"RE1","PWRDIST_A",2025,182.463756744375
"RE1","PWRDIST_A",2026,240.420861398922
"RE1","PWRDIST_A",2027,262.112241655546
"RE1","PWRDIST_A",2028,285.3447265919
"RE1","PWRDIST_A",2029,310.211786242285
"RE1","PWRDIST_A",2030,336.826690604551
"RE1","PWRDIST_A",2031,377.234655306414
"RE1","PWRDIST_A",2032,412.385373845954
"RE1","PWRDIST_A",2033,450.135710849755
"RE1","PWRDIST_A",2034,490.699796284798
"RE1","PWRDIST_A",2035,702.962729308345
"RE1","PWRDIST_A",2036,628.315394942421
"RE1","PWRDIST_A",2037,682.796749975457
"RE1","PWRDIST_A",2038,741.591259570919
"RE1","PWRDIST_A",2039,805.038014712353
"RE1","PWRDIST_A",2040,873.496242272654
"RE1","PWRDIST_A",2041,725.660042398627
"RE1","PWRDIST_A",2042,774.280723297464
"RE1","PWRDIST_A",2043,825.793902577231
"RE1","PWRDIST_A",2044,880.387049193119
"RE1","PWRDIST_A",2045,938.215694439073
"RE1","PWRDIST_A",2046,1018.8322487623
"RE1","PWRDIST_A",2047,1084.87189149972
"RE1","PWRDIST_A",2048,1154.82890795334
"RE1","PWRDIST_A",2049,1228.93153488585
"RE1","PWRDIST_A",2050,1307.41784500302
"RE2","PWRWND_B",2047,248.524535143395
"RE2","PWRWND_B",2048,513.280566531272
"RE2","PWRWND_B",2049,795.124119356287
"RE2","PWRWND_B",2050,1094.97080334546
"RE2","PWRTRN_B",2022,1.75634484121394
"RE2","PWRTRN_B",2023,3.66236497274452
"RE2","PWRTRN_B",2024,5.72391973700023
"RE2","PWRTRN_B",2025,7.94789049484821
"RE2","PWRTRN_B",2026,12.584367554837
"RE2","PWRTRN_B",2027,15.7312252605029
"RE2","PWRTRN_B",2028,19.1192742430265
"RE2","PWRTRN_B",2029,22.7629975682832
"RE2","PWRTRN_B",2030,26.6787193924138
"RE2","PWRTRN_B",2031,32.0007089012834
"RE2","PWRTRN_B",2032,37.0213894684386
"RE2","PWRTRN_B",2033,42.4554834081735
"RE2","PWRTRN_B",2034,48.3325184795168
"RE2","PWRTRN_B",2035,72.4928566871085
"RE2","PWRTRN_B",2036,66.6524274681987
"RE2","PWRTRN_B",2037,74.6626586669866
"RE2","PWRTRN_B",2038,83.3287543028572
"RE2","PWRTRN_B",2039,92.7013847484386
"RE2","PWRTRN_B",2040,102.834329793387
"RE2","PWRTRN_B",2041,86.3475606385903
"RE2","PWRTRN_B",2042,93.8229208567862
"RE2","PWRTRN_B",2043,101.73170479157
"RE2","PWRTRN_B",2044,110.100440708065
"RE2","PWRTRN_B",2045,118.951608871672
"RE2","PWRTRN_B",2046,130.898870869786
"RE2","PWRTRN_B",2047,140.977753517293
"RE2","PWRTRN_B",2048,151.635626644556
"RE2","PWRTRN_B",2049,162.904670330979
"RE2","PWRTRN_B",2050,174.818356090499
"RE2","PWRDIST_B",2017,35.1804861122871
"RE2","PWRDIST_B",2018,146.195202516633
"RE2","PWRDIST_B",2019,151.584059418418
"RE2","PWRDIST_B",2020,156.715057298182
"RE2","PWRDIST_B",2021,144.773392988246
"RE2","PWRDIST_B",2022,159.514599403378
"RE2","PWRDIST_B",2023,175.226048467243
"RE2","PWRDIST_B",2024,191.975643761297
"RE2","PWRDIST_B",2025,209.83332025603
