REGION,TIMESLICE,FUEL,YEAR,VALUE
"RE2","S107","ELC003_B",2042,19.5081453336312
"RE2","S107","ELC003_B",2043,20.6548350670872
"RE2","S107","ELC003_B",2044,21.8687830060284
"RE2","S107","ELC003_B",2045,23.1539103417816
"RE2","S107","ELC003_B",2046,24.5407241728512
"RE2","S107","ELC003_B",2047,26.0086756168296
"RE2","S107","ELC003_B",2048,27.5625137998692
"RE2","S107","ELC003_B",2049,29.2072638263976
"RE2","S107","ELC003_B",2050,30.9482382782124
"RE2","S108","ELC003_B",2015,4.10783582966328
"RE2","S108","ELC003_B",2016,4.2908586601536
"RE2","S108","ELC003_B",2017,4.63253622579504
"RE2","S108","ELC003_B",2018,4.97421235124172
"RE2","S108","ELC003_B",2019,5.31588991688316
"RE2","S108","ELC003_B",2020,5.65756604377004
"RE2","S108","ELC003_B",2021,5.96366071603596
"RE2","S108","ELC003_B",2022,6.29148072625649
"RE2","S108","ELC003_B",2023,6.64223728110516
"RE2","S108","ELC003_B",2024,7.01724671427204
"RE2","S108","ELC003_B",2025,7.41792905923068
"RE2","S108","ELC003_B",2026,7.93482071937372
"RE2","S108","ELC003_B",2027,8.48732263515252
"RE2","S108","ELC003_B",2028,9.07779384414377
"RE2","S108","ELC003_B",2029,9.70873164838188
"RE2","S108","ELC003_B",2030,10.3828090435806
"RE2","S108","ELC003_B",2031,11.1263902422176
"RE2","S108","ELC003_B",2032,11.9277707742772
"RE2","S108","ELC003_B",2033,12.7908938930124
"RE2","S108","ELC003_B",2034,13.7200456266702
"RE2","S108","ELC003_B",2035,15.0354748729764
"RE2","S108","ELC003_B",2036,16.1982017105148
"RE2","S108","ELC003_B",2037,17.4485643991992
"RE2","S108","ELC003_B",2038,18.7932310407684
"RE2","S108","ELC003_B",2039,20.2393882070748
"RE2","S108","ELC003_B",2040,21.7947697439796
"RE2","S108","ELC003_B",2041,23.0762118355848
"RE2","S108","ELC003_B",2042,24.4328176917144
"RE2","S108","ELC003_B",2043,25.8689799063864
"RE2","S108","ELC003_B",2044,27.3893791125708
"RE2","S108","ELC003_B",2045,28.9989263743992
"RE2","S108","ELC003_B",2046,30.7358300588544
"RE2","S108","ELC003_B",2047,32.5743538855752
"RE2","S108","ELC003_B",2048,34.5204458589204
"RE2","S108","ELC003_B",2049,36.5803996299912
"RE2","S108","ELC003_B",2050,38.7608688985788
