REGION,TECHNOLOGY,FUEL,YEAR,VALUE
"RE1","MINNGS_A","NGS_A",2045,62.3884718866554
"RE1","MINNGS_A","NGS_A",2046,98.2690337343159
"RE1","MINNGS_A","NGS_A",2047,134.363294537743
"RE1","MINNGS_A","NGS_A",2048,171.814967154931
"RE1","MINNGS_A","NGS_A",2049,210.487693546411
"RE1","MINNGS_A","NGS_A",2050,260.996144624909
"RE1","PWRCOA_A","ELC001_A",2016,1.30588544759246
"RE1","PWRCOA_A","ELC001_A",2017,2.09470965394763
"RE1","PWRCOA_A","ELC001_A",2018,2.34693657927643
"RE1","PWRCOA_A","ELC001_A",2019,2.11131604618275
"RE1","PWRCOA_A","ELC001_A",2020,2.10205737489984
"RE1","PWRCOA_A","ELC001_A",2021,1.88882586487394
"RE1","PWRCOA_A","ELC001_A",2022,1.87022542924249
"RE1","PWRCOA_A","ELC001_A",2023,1.99006108080746
"RE1","PWRCOA_A","ELC001_A",2024,2.69770515042974
"RE1","PWRCOA_A","ELC001_A",2025,3.26152392265557
"RE1","PWRCOA_A","ELC001_A",2026,1.62575689787234
"RE1","PWRCOA_A","ELC001_A",2027,1.4364367873123
"RE1","PWRCOA_A","ELC001_A",2028,1.28659187336867
"RE1","PWRCOA_A","ELC001_A",2029,1.31422698200534
"RE1","PWRCOA_A","ELC001_A",2030,1.34367856429876
"RE1","PWRCOA_A","ELC001_A",2031,2.00070580614256
"RE1","PWRCOA_A","ELC001_A",2032,1.94487235937577
"RE1","PWRCOA_A","ELC001_A",2033,1.88486617395691
"RE1","PWRCOA_A","ELC001_A",2034,1.82041008938709
"RE1","PWRCOA_A","ELC001_A",2035,1.72866666383769
"RE1","PWRCOA_A","ELC001_A",2036,1.6482236683649
"RE1","PWRCOA_A","ELC001_A",2037,1.55133046654637
"RE1","PWRCOA_A","ELC001_A",2038,1.55913042337559
"RE1","PWRCOA_A","ELC001_A",2039,1.5674992572996
"RE1","PWRCOA_A","ELC001_A",2040,1.64249475978639
"RE1","PWRCOA_A","ELC001_A",2041,1.78582093888769
"RE1","PWRCOA_A","ELC001_A",2042,7.04139895349213
"RE1","PWRCOA_A","ELC001_A",2043,7.03466475768196
"RE1","PWRCOA_A","ELC001_A",2044,8.60433040376087
"RE1","PWRCOA_A","ELC001_A",2045,10.2590132344307
"RE1","PWRCOA_A","ELC001_A",2046,10.2590132344307
"RE1","PWRCOA_A","ELC001_A",2047,10.2590132344307
"RE1","PWRCOA_A","ELC001_A",2048,10.2590132344307
"RE1","PWRCOA_A","ELC001_A",2049,10.2590132344307
"RE1","PWRCOA_A","ELC001_A",2050,10.2590132344307
"RE1","PWROHC_A","ELC001_A",2015,1.70389098965757
"RE1","PWROHC_A","ELC001_A",2016,1.46749540768287
"RE1","PWROHC_A","ELC001_A",2017,2.00188739417358
"RE1","PWROHC_A","ELC001_A",2018,1.98989998904819
"RE1","PWROHC_A","ELC001_A",2019,1.88136018866836
