REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
"RE1","S104","PWRNGS001_A",1,2045,12.9314104130963
"RE1","S104","PWRNGS001_A",1,2046,31.6755382812358
"RE1","S104","PWRNGS001_A",1,2047,50.9924423225799
"RE1","S104","PWRNGS001_A",1,2048,71.8195669296486
"RE1","S104","PWRNGS001_A",1,2049,92.2739961876181
"RE1","S104","PWRNGS001_A",1,2050,100.784228671703
"RE1","S104","PWRNGS002_A",1,2050,9.39623877794631
"RE1","S104","PWRTRN_A",1,2015,36.2115930509746
"RE1","S104","PWRTRN_A",1,2016,37.7387739546236
"RE1","S104","PWRTRN_A",1,2017,40.6508059953089
"RE1","S104","PWRTRN_A",1,2018,43.5490956034556
"RE1","S104","PWRTRN_A",1,2019,46.4336680580619
"RE1","S104","PWRTRN_A",1,2020,49.3044982255081
"RE1","S104","PWRTRN_A",1,2021,51.8522286187241
"RE1","S104","PWRTRN_A",1,2022,54.5761178165118
"RE1","S104","PWRTRN_A",1,2023,57.4853387753032
"RE1","S104","PWRTRN_A",1,2024,60.58987467434
"RE1","S104","PWRTRN_A",1,2025,63.9004963520832
"RE1","S104","PWRTRN_A",1,2026,68.1937479422034
"RE1","S104","PWRTRN_A",1,2027,72.771556560238
"RE1","S104","PWRTRN_A",1,2028,77.6519551855325
"RE1","S104","PWRTRN_A",1,2029,82.8539671699601
"RE1","S104","PWRTRN_A",1,2030,88.397910784042
"RE1","S104","PWRTRN_A",1,2031,94.5190894925947
"RE1","S104","PWRTRN_A",1,2032,101.102174738931
"RE1","S104","PWRTRN_A",1,2033,108.177249927641
"RE1","S104","PWRTRN_A",1,2034,115.776993879335
"RE1","S104","PWRTRN_A",1,2035,126.594072640481
"RE1","S104","PWRTRN_A",1,2036,136.07876555009
"RE1","S104","PWRTRN_A",1,2037,146.254221699324
"RE1","S104","PWRTRN_A",1,2038,157.171255525341
"RE1","S104","PWRTRN_A",1,2039,168.884505359052
"RE1","S104","PWRTRN_A",1,2040,181.452624402787
"RE1","S104","PWRTRN_A",1,2041,191.686622802838
"RE1","S104","PWRTRN_A",1,2042,202.495291993907
"RE1","S104","PWRTRN_A",1,2043,213.910707000793
"RE1","S104","PWRTRN_A",1,2044,225.966988262522
"RE1","S104","PWRTRN_A",1,2045,238.699800315964
"RE1","S104","PWRTRN_A",1,2046,252.417891656331
"RE1","S104","PWRTRN_A",1,2047,266.903191287102
"RE1","S104","PWRTRN_A",1,2048,282.1985807478
"RE1","S104","PWRTRN_A",1,2049,298.34931252229
"RE1","S104","PWRTRN_A",1,2050,315.403094676606
"RE1","S104","PWRDIST_A",1,2015,30.9500795307475
"RE1","S104","PWRDIST_A",1,2016,32.3290468007424
"RE1","S104","PWRDIST_A",1,2017,34.9033823557594
"RE1","S104","PWRDIST_A",1,2018,37.4777070597725
"RE1","S104","PWRDIST_A",1,2019,40.0520426147894
"RE1","S104","PWRDIST_A",1,2020,42.6263673296536
"RE1","S104","PWRDIST_A",1,2021,44.9326071219446
"RE1","S104","PWRDIST_A",1,2022,47.4025343071621
"RE1","S104","PWRDIST_A",1,2023,50.0452746012374
"RE1","S104","PWRDIST_A",1,2024,52.8707457891274
"RE1","S104","PWRDIST_A",1,2025,55.8896469714691
"RE1","S104","PWRDIST_A",1,2026,59.7841156536605
"RE1","S104","PWRDIST_A",1,2027,63.9468862567997
"RE1","S104","PWRDIST_A",1,2028,68.3957327143256
"RE1","S104","PWRDIST_A",1,2029,73.1494706994499
"RE1","S104","PWRDIST_A",1,2030,78.2282396318955
"RE1","S104","PWRDIST_A",1,2031,83.8306780422126
"RE1","S104","PWRDIST_A",1,2032,89.8685997679384
"RE1","S104","PWRDIST_A",1,2033,96.3717148575868
"RE1","S104","PWRDIST_A",1,2034,103.372315963692
"RE1","S104","PWRDIST_A",1,2035,113.283286479178
"RE1","S104","PWRDIST_A",1,2036,122.043735919363
"RE1","S104","PWRDIST_A",1,2037,131.464468943213
"RE1","S104","PWRDIST_A",1,2038,141.595725698506
"RE1","S104","PWRDIST_A",1,2039,152.491652694403
"RE1","S104","PWRDIST_A",1,2040,164.210519821526
"RE1","S104","PWRDIST_A",1,2041,173.865417508243
"RE1","S104","PWRDIST_A",1,2042,184.08662908537
"RE1","S104","PWRDIST_A",1,2043,194.907250114618
"RE1","S104","PWRDIST_A",1,2044,206.362546358467
"RE1","S104","PWRDIST_A",1,2045,218.489519740013
"RE1","S104","PWRDIST_A",1,2046,231.57604739113
"RE1","S104","PWRDIST_A",1,2047,245.428221873197
"RE1","S104","PWRDIST_A",1,2048,260.090857832074
"RE1","S104","PWRDIST_A",1,2049,275.611374154541
"RE1","S104","PWRDIST_A",1,2050,292.039902478339
"RE1","S104","MINBIO_A",1,2015,4.0586832
"RE1","S104","MINBIO_A",1,2016,4.0586832
"RE1","S104","MINBIO_A",1,2017,4.0586832
"RE1","S104","MINBIO_A",1,2018,4.0586832
"RE1","S104","MINBIO_A",1,2019,4.0586832
"RE1","S104","MINBIO_A",1,2020,4.0586832
"RE1","S104","MINBIO_A",1,2021,4.0586832
"RE1","S104","MINBIO_A",1,2022,4.0586832
"RE1","S104","MINBIO_A",1,2023,4.0586832
"RE1","S104","MINBIO_A",1,2024,4.0586832
"RE1","S104","MINBIO_A",1,2025,4.0586832
"RE1","S104","MINBIO_A",1,2026,4.0586832
"RE1","S104","MINBIO_A",1,2028,1.18753134540714
"RE1","S104","MINBIO_A",1,2029,1.45183627183329
"RE1","S104","PWRBIO_A",1,2015,1.41912
"RE1","S104","PWRBIO_A",1,2016,1.41912
"RE1","S104","PWRBIO_A",1,2017,1.41912
"RE1","S104","PWRBIO_A",1,2018,1.41912
"RE1","S104","PWRBIO_A",1,2019,1.41912
"RE1","S104","PWRBIO_A",1,2020,1.41912
"RE1","S104","PWRBIO_A",1,2021,1.41912
"RE1","S104","PWRBIO_A",1,2022,1.41912
"RE1","S104","PWRBIO_A",1,2023,1.41912
"RE1","S104","PWRBIO_A",1,2024,1.41912
"RE1","S104","PWRBIO_A",1,2025,1.41912
"RE1","S104","PWRBIO_A",1,2026,1.41912
"RE1","S104","PWRBIO_A",1,2028,0.415220750142355
"RE1","S104","PWRBIO_A",1,2029,0.50763506008157
"RE1","S104","MINHYD_A",1,2015,10.5759589064383
"RE1","S104","MINHYD_A",1,2016,10.5759589064383
"RE1","S104","MINHYD_A",1,2017,10.5759589064383
"RE1","S104","MINHYD_A",1,2018,10.5759589064383
"RE1","S104","MINHYD_A",1,2019,10.5759589064383
"RE1","S104","MINHYD_A",1,2020,10.5759589064383
"RE1","S104","MINHYD_A",1,2021,10.5759589064383
"RE1","S104","MINHYD_A",1,2022,10.5759589064383
"RE1","S104","MINHYD_A",1,2023,10.5759589064383
"RE1","S104","MINHYD_A",1,2024,10.5759589064383
"RE1","S104","MINHYD_A",1,2025,10.5759589064383
"RE1","S104","MINHYD_A",1,2026,10.5759589064383
"RE1","S104","MINHYD_A",1,2027,10.5759589064383
"RE1","S104","MINHYD_A",1,2028,5.80723996064947
"RE1","S104","MINHYD_A",1,2029,5.80723996064947
"RE1","S104","MINHYD_A",1,2030,5.80723996064947
"RE1","S104","MINHYD_A",1,2031,5.80723996064947
"RE1","S104","MINHYD_A",1,2032,5.80723996064947
"RE1","S104","MINHYD_A",1,2033,5.80723996064947
"RE1","S104","MINHYD_A",1,2034,5.80723996064947
"RE1","S104","MINHYD_A",1,2035,5.72076245405047
"RE1","S104","MINHYD_A",1,2036,5.80723996064947
"RE1","S104","MINHYD_A",1,2037,2.24659648112717
"RE1","S104","MINHYD_A",1,2038,2.24659648112717
"RE1","S104","MINHYD_A",1,2039,2.24659648112717
"RE1","S104","PWRHYD_A",1,2015,10.5759589064383
"RE1","S104","PWRHYD_A",1,2016,10.5759589064383
"RE1","S104","PWRHYD_A",1,2017,10.5759589064383
"RE1","S104","PWRHYD_A",1,2018,10.5759589064383
"RE1","S104","PWRHYD_A",1,2019,10.5759589064383
"RE1","S104","PWRHYD_A",1,2020,10.5759589064383
"RE1","S104","PWRHYD_A",1,2021,10.5759589064383
"RE1","S104","PWRHYD_A",1,2022,10.5759589064383
"RE1","S104","PWRHYD_A",1,2023,10.5759589064383
"RE1","S104","PWRHYD_A",1,2024,10.5759589064383
"RE1","S104","PWRHYD_A",1,2025,10.5759589064383
"RE1","S104","PWRHYD_A",1,2026,10.5759589064383
"RE1","S104","PWRHYD_A",1,2027,10.5759589064383
"RE1","S104","PWRHYD_A",1,2028,5.80723996064947
"RE1","S104","PWRHYD_A",1,2029,5.80723996064947
"RE1","S104","PWRHYD_A",1,2030,5.80723996064947
"RE1","S104","PWRHYD_A",1,2031,5.80723996064947
"RE1","S104","PWRHYD_A",1,2032,5.80723996064947
"RE1","S104","PWRHYD_A",1,2033,5.80723996064947
"RE1","S104","PWRHYD_A",1,2034,5.80723996064947
"RE1","S104","PWRHYD_A",1,2035,5.72076245405047
"RE1","S104","PWRHYD_A",1,2036,5.80723996064947
"RE1","S104","PWRHYD_A",1,2037,2.24659648112717
"RE1","S104","PWRHYD_A",1,2038,2.24659648112717
"RE1","S104","PWRHYD_A",1,2039,2.24659648112717
"RE1","S104","MINGEO_A",1,2015,31.3978468760044
"RE1","S104","MINGEO_A",1,2016,31.3978468760044
"RE1","S104","MINGEO_A",1,2017,32.473764073597
"RE1","S104","MINGEO_A",1,2018,35.6987276646182
"RE1","S104","MINGEO_A",1,2019,39.9642053347221
"RE1","S104","MINGEO_A",1,2020,43.1397142946094
"RE1","S104","MINGEO_A",1,2021,48.0079818025789
"RE1","S104","MINGEO_A",1,2022,51.1191116858597
"RE1","S104","MINGEO_A",1,2023,52.9796621233189
"RE1","S104","MINGEO_A",1,2024,52.9796621233189
"RE1","S104","MINGEO_A",1,2025,52.9796621233189
"RE1","S104","MINGEO_A",1,2026,63.1764126232702
"RE1","S104","MINGEO_A",1,2027,68.0597146669619
"RE1","S104","MINGEO_A",1,2028,76.7802393320748
"RE1","S104","MINGEO_A",1,2029,82.3294000494509
"RE1","S104","MINGEO_A",1,2030,88.2433107083855
"RE1","S104","MINGEO_A",1,2031,93.7904884734305
"RE1","S104","MINGEO_A",1,2032,101.231859089621
"RE1","S104","MINGEO_A",1,2033,109.229364005104
"RE1","S104","MINGEO_A",1,2034,117.819942619316
"RE1","S104","MINGEO_A",1,2035,130.155420591244
"RE1","S104","MINGEO_A",1,2036,140.709158637134
"RE1","S104","MINGEO_A",1,2037,154.35859369092
"RE1","S104","MINGEO_A",1,2038,166.004159952388
"RE1","S104","MINGEO_A",1,2039,176.0168750368
"RE1","S104","MINGEO_A",1,2040,184.868283981195
"RE1","S104","MINGEO_A",1,2041,194.914043375082
"RE1","S104","MINGEO_A",1,2042,199.961067303017
"RE1","S104","MINGEO_A",1,2043,196.736103711996
"RE1","S104","MINGEO_A",1,2044,192.470626041892
"RE1","S104","MINGEO_A",1,2045,189.295117082005
"RE1","S104","MINGEO_A",1,2046,184.426849574035
"RE1","S104","MINGEO_A",1,2047,181.315719690754
"RE1","S104","MINGEO_A",1,2048,179.455169253295
"RE1","S104","MINGEO_A",1,2049,179.455169253295
"RE1","S104","MINGEO_A",1,2050,179.455169253295
"RE1","S104","PWRGEO_A",1,2015,25.1182775008035
"RE1","S104","PWRGEO_A",1,2016,25.1182775008035
"RE1","S104","PWRGEO_A",1,2017,25.9790112588776
"RE1","S104","PWRGEO_A",1,2018,28.5589821316945
"RE1","S104","PWRGEO_A",1,2019,31.9713642677777
"RE1","S104","PWRGEO_A",1,2020,34.5117714356875
"RE1","S104","PWRGEO_A",1,2021,38.4063854420631
"RE1","S104","PWRGEO_A",1,2022,40.8952893486877
"RE1","S104","PWRGEO_A",1,2023,42.3837296986551
"RE1","S104","PWRGEO_A",1,2024,42.3837296986551
"RE1","S104","PWRGEO_A",1,2025,42.3837296986551
"RE1","S104","PWRGEO_A",1,2026,50.5411300986162
"RE1","S104","PWRGEO_A",1,2027,54.4477717335695
"RE1","S104","PWRGEO_A",1,2028,61.4241914656598
"RE1","S104","PWRGEO_A",1,2029,65.8635200395608
"RE1","S104","PWRGEO_A",1,2030,70.5946485667084
"RE1","S104","PWRGEO_A",1,2031,75.0323907787444
"RE1","S104","PWRGEO_A",1,2032,80.9854872716971
"RE1","S104","PWRGEO_A",1,2033,87.383491204083
"RE1","S104","PWRGEO_A",1,2034,94.2559540954525
"RE1","S104","PWRGEO_A",1,2035,104.124336472995
"RE1","S104","PWRGEO_A",1,2036,112.567326909707
"RE1","S104","PWRGEO_A",1,2037,123.486874952736
"RE1","S104","PWRGEO_A",1,2038,132.80332796191
"RE1","S104","PWRGEO_A",1,2039,140.81350002944
"RE1","S104","PWRGEO_A",1,2040,147.894627184956
"RE1","S104","PWRGEO_A",1,2041,155.931234700066
"RE1","S104","PWRGEO_A",1,2042,159.968853842413
"RE1","S104","PWRGEO_A",1,2043,157.388882969597
"RE1","S104","PWRGEO_A",1,2044,153.976500833514
"RE1","S104","PWRGEO_A",1,2045,151.436093665604
"RE1","S104","PWRGEO_A",1,2046,147.541479659228
"RE1","S104","PWRGEO_A",1,2047,145.052575752603
"RE1","S104","PWRGEO_A",1,2048,143.564135402636
"RE1","S104","PWRGEO_A",1,2049,143.564135402636
"RE1","S104","PWRGEO_A",1,2050,143.564135402636
"RE1","S104","MINSOL_A",1,2015,0.228586639348224
"RE1","S104","MINSOL_A",1,2016,0.228586639348224
"RE1","S104","MINSOL_A",1,2017,0.228586639348224
"RE1","S104","MINSOL_A",1,2018,0.228586639348224
"RE1","S104","MINSOL_A",1,2019,0.228586639348224
"RE1","S104","MINSOL_A",1,2020,0.228586639348224
"RE1","S104","MINSOL_A",1,2021,0.228586639348224
"RE1","S104","MINSOL_A",1,2022,0.674104593726422
"RE1","S104","MINSOL_A",1,2023,2.2925401161373
"RE1","S104","MINSOL_A",1,2024,5.57106543950525
"RE1","S104","MINSOL_A",1,2025,9.06722633425912
"RE1","S104","MINSOL_A",1,2026,9.06722633425913
"RE1","S104","MINSOL_A",1,2027,11.3864037482422
"RE1","S104","MINSOL_A",1,2028,13.8879007683574
"RE1","S104","MINSOL_A",1,2029,14.8182704681663
"RE1","S104","MINSOL_A",1,2030,16.4159177958862
"RE1","S104","MINSOL_A",1,2031,18.4054132278306
"RE1","S104","MINSOL_A",1,2032,19.3645562435306
"RE1","S104","MINSOL_A",1,2033,20.3953812592907
"RE1","S104","MINSOL_A",1,2034,21.5026495171995
"RE1","S104","MINSOL_A",1,2035,23.078677345459
"RE1","S104","MINSOL_A",1,2036,24.5081369572376
"RE1","S104","MINSOL_A",1,2037,27.8334613504271
"RE1","S104","MINSOL_A",1,2038,29.9798938585711
"RE1","S104","MINSOL_A",1,2039,34.2686341164367
"RE1","S104","MINSOL_A",1,2040,42.6306284379697
"RE1","S104","MINSOL_A",1,2041,45.3397192429143
"RE1","S104","MINSOL_A",1,2042,52.6512027511885
"RE1","S104","MINSOL_A",1,2043,67.2173593812359
"RE1","S104","MINSOL_A",1,2044,76.0082730186315
"RE1","S104","MINSOL_A",1,2045,76.0082730186315
"RE1","S104","MINSOL_A",1,2046,75.5627550642533
"RE1","S104","MINSOL_A",1,2047,73.9443195418424
"RE1","S104","MINSOL_A",1,2048,70.6657942184745
"RE1","S104","MINSOL_A",1,2049,67.1696333237206
"RE1","S104","MINSOL_A",1,2050,67.1696333237206
"RE1","S104","PWRSOL_A",1,2015,0.228586639348224
"RE1","S104","PWRSOL_A",1,2016,0.228586639348224
"RE1","S104","PWRSOL_A",1,2017,0.228586639348224
"RE1","S104","PWRSOL_A",1,2018,0.228586639348224
"RE1","S104","PWRSOL_A",1,2019,0.228586639348224
"RE1","S104","PWRSOL_A",1,2020,0.228586639348224
"RE1","S104","PWRSOL_A",1,2021,0.228586639348224
"RE1","S104","PWRSOL_A",1,2022,0.674104593726422
"RE1","S104","PWRSOL_A",1,2023,2.2925401161373
"RE1","S104","PWRSOL_A",1,2024,5.57106543950525
"RE1","S104","PWRSOL_A",1,2025,9.06722633425912
"RE1","S104","PWRSOL_A",1,2026,9.06722633425913
"RE1","S104","PWRSOL_A",1,2027,11.3864037482422
"RE1","S104","PWRSOL_A",1,2028,13.8879007683574
"RE1","S104","PWRSOL_A",1,2029,14.8182704681663
"RE1","S104","PWRSOL_A",1,2030,16.4159177958862
"RE1","S104","PWRSOL_A",1,2031,18.4054132278306
"RE1","S104","PWRSOL_A",1,2032,19.3645562435306
"RE1","S104","PWRSOL_A",1,2033,20.3953812592907
"RE1","S104","PWRSOL_A",1,2034,21.5026495171995
"RE1","S104","PWRSOL_A",1,2035,23.078677345459
"RE1","S104","PWRSOL_A",1,2036,24.5081369572376
"RE1","S104","PWRSOL_A",1,2037,27.8334613504271
"RE1","S104","PWRSOL_A",1,2038,29.9798938585711
"RE1","S104","PWRSOL_A",1,2039,34.2686341164367
"RE1","S104","PWRSOL_A",1,2040,42.6306284379697
"RE1","S104","PWRSOL_A",1,2041,45.3397192429143
"RE1","S104","PWRSOL_A",1,2042,52.6512027511885
"RE1","S104","PWRSOL_A",1,2043,67.2173593812359
"RE1","S104","PWRSOL_A",1,2044,76.0082730186315
"RE1","S104","PWRSOL_A",1,2045,76.0082730186315
"RE1","S104","PWRSOL_A",1,2046,75.5627550642533
"RE1","S104","PWRSOL_A",1,2047,73.9443195418424
"RE1","S104","PWRSOL_A",1,2048,70.6657942184745
"RE1","S104","PWRSOL_A",1,2049,67.1696333237206
"RE1","S104","PWRSOL_A",1,2050,67.1696333237206
"RE1","S105","MINCOA_A",1,2016,3.54241392573691
"RE1","S105","MINCOA_A",1,2017,7.97311575622362
"RE1","S105","MINCOA_A",1,2018,7.7300007444235
"RE1","S105","MINCOA_A",1,2019,5.2075573259097
"RE1","S105","MINCOA_A",1,2020,5.00757002619894
"RE1","S105","MINCOA_A",1,2021,0.40176940963948
"RE1","S105","MINCOA_A",1,2023,2.72937351105121
"RE1","S105","MINCOA_A",1,2024,9.93058403916923
"RE1","S105","MINCOA_A",1,2025,10.0992173179094
"RE1","S105","MINCOA_A",1,2026,5.54337363153568
"RE1","S105","MINCOA_A",1,2027,5.61402147778244
"RE1","S105","MINCOA_A",1,2028,3.66435646716249
"RE1","S105","MINCOA_A",1,2029,3.74463744295551
"RE1","S105","MINCOA_A",1,2030,3.83019533947941
"RE1","S105","MINCOA_A",1,2031,8.42112748914244
"RE1","S105","MINCOA_A",1,2032,7.86892358141517
"RE1","S105","MINCOA_A",1,2033,7.27545045741988
"RE1","S105","MINCOA_A",1,2034,6.63796694462644
"RE1","S105","MINCOA_A",1,2035,5.7306061952843
"RE1","S105","MINCOA_A",1,2036,4.93500894987498
"RE1","S105","MINCOA_A",1,2037,3.21108612367336
"RE1","S105","MINCOA_A",1,2038,3.37956519118451
"RE1","S105","MINCOA_A",1,2039,3.56033200394314
"RE1","S105","MINCOA_A",1,2040,9.03987604811296
"RE1","S105","MINCOA_A",1,2041,10.0992173179094
"RE1","S105","MINCOA_A",1,2042,27.6993357329629
"RE1","S105","MINCOA_A",1,2043,27.6993357329629
"RE1","S105","MINCOA_A",1,2044,27.6993357329629
"RE1","S105","MINCOA_A",1,2045,27.6993357329629
"RE1","S105","MINCOA_A",1,2046,27.6993357329629
"RE1","S105","MINCOA_A",1,2047,27.6993357329629
"RE1","S105","MINCOA_A",1,2048,27.6993357329629
"RE1","S105","MINCOA_A",1,2049,27.6993357329629
"RE1","S105","MINCOA_A",1,2050,27.6993357329629
"RE1","S105","MINNGS_A",1,2025,5.78595072354728
"RE1","S105","MINNGS_A",1,2041,0.22556913466276
"RE1","S105","MINNGS_A",1,2042,7.77165875304688
"RE1","S105","MINNGS_A",1,2043,33.536585740578
"RE1","S105","MINNGS_A",1,2044,62.1781135399839
"RE1","S105","MINNGS_A",1,2045,90.2148489458173
"RE1","S105","MINNGS_A",1,2046,122.828963147215
"RE1","S105","MINNGS_A",1,2047,153.890150542096
"RE1","S105","MINNGS_A",1,2048,184.317950399906
"RE1","S105","MINNGS_A",1,2049,215.30986790409
"RE1","S105","MINNGS_A",1,2050,264.097529406988
"RE1","S105","PWRCOA_A",1,2016,1.31200515768034
"RE1","S105","PWRCOA_A",1,2017,2.95300583563838
"RE1","S105","PWRCOA_A",1,2018,2.86296323867537
"RE1","S105","PWRCOA_A",1,2019,1.92872493552211
"RE1","S105","PWRCOA_A",1,2020,1.85465556525887
"RE1","S105","PWRCOA_A",1,2021,0.148803485051659
"RE1","S105","PWRCOA_A",1,2023,1.01087907816712
"RE1","S105","PWRCOA_A",1,2024,3.67799408858119
"RE1","S105","PWRCOA_A",1,2025,3.74045085848497
"RE1","S105","PWRCOA_A",1,2026,2.05310134501321
"RE1","S105","PWRCOA_A",1,2027,2.07926721399349
"RE1","S105","PWRCOA_A",1,2028,1.35716906191203
"RE1","S105","PWRCOA_A",1,2029,1.38690275665019
"RE1","S105","PWRCOA_A",1,2030,1.41859086647385
"RE1","S105","PWRCOA_A",1,2031,3.11893610708979
"RE1","S105","PWRCOA_A",1,2032,2.91441614126488
"RE1","S105","PWRCOA_A",1,2033,2.69461128052588
"RE1","S105","PWRCOA_A",1,2034,2.45850627578757
"RE1","S105","PWRCOA_A",1,2035,2.12244673899418
"RE1","S105","PWRCOA_A",1,2036,1.82778109254629
"RE1","S105","PWRCOA_A",1,2037,1.18929115691606
"RE1","S105","PWRCOA_A",1,2038,1.25169081154982
"RE1","S105","PWRCOA_A",1,2039,1.3186414829419
"RE1","S105","PWRCOA_A",1,2040,3.34810224004184
"RE1","S105","PWRCOA_A",1,2041,3.74045085848497
"RE1","S105","PWRCOA_A",1,2042,10.2590132344307
"RE1","S105","PWRCOA_A",1,2043,10.2590132344307
"RE1","S105","PWRCOA_A",1,2044,10.2590132344307
"RE1","S105","PWRCOA_A",1,2045,10.2590132344307
"RE1","S105","PWRCOA_A",1,2046,10.2590132344307
"RE1","S105","PWRCOA_A",1,2047,10.2590132344307
"RE1","S105","PWRCOA_A",1,2048,10.2590132344307
"RE1","S105","PWRCOA_A",1,2049,10.2590132344307
"RE1","S105","PWRCOA_A",1,2050,10.2590132344307
"RE1","S105","PWRNGS001_A",1,2025,2.7817070786285
"RE1","S105","PWRNGS001_A",1,2041,0.108446699357096
"RE1","S105","PWRNGS001_A",1,2042,3.73637440050331
"RE1","S105","PWRNGS001_A",1,2043,16.123358529124
"RE1","S105","PWRNGS001_A",1,2044,29.8933238173
"RE1","S105","PWRNGS001_A",1,2045,43.372523531643
"RE1","S105","PWRNGS001_A",1,2046,59.0523861284686
"RE1","S105","PWRNGS001_A",1,2047,73.9856492990847
"RE1","S105","PWRNGS001_A",1,2048,88.6143992307241
"RE1","S105","PWRNGS001_A",1,2049,100.784228671703
"RE1","S105","PWRNGS001_A",1,2050,100.784228671703
"RE1","S105","PWRNGS002_A",1,2049,1.70530698707151
"RE1","S105","PWRNGS002_A",1,2050,16.356256387341
"RE1","S105","PWRTRN_A",1,2015,29.6280718701904
"RE1","S105","PWRTRN_A",1,2016,30.8776005917907
"RE1","S105","PWRTRN_A",1,2017,33.2602048165832
"RE1","S105","PWRTRN_A",1,2018,35.6315650793013
"RE1","S105","PWRTRN_A",1,2019,37.991702063044
"RE1","S105","PWRTRN_A",1,2020,40.3405952036599
"RE1","S105","PWRTRN_A",1,2021,42.4251303714393
"RE1","S105","PWRTRN_A",1,2022,44.653797439604
"RE1","S105","PWRTRN_A",1,2023,47.0341016568749
"RE1","S105","PWRTRN_A",1,2024,49.5742111906026
"RE1","S105","PWRTRN_A",1,2025,52.2829386653953
"RE1","S105","PWRTRN_A",1,2026,55.7956470538341
"RE1","S105","PWRTRN_A",1,2027,59.5411780099614
"RE1","S105","PWRTRN_A",1,2028,63.5342859912052
"RE1","S105","PWRTRN_A",1,2029,67.7905357708615
"RE1","S105","PWRTRN_A",1,2030,72.3265516155961
"RE1","S105","PWRTRN_A",1,2031,77.3348571726585
"RE1","S105","PWRTRN_A",1,2032,82.7210914245311
"RE1","S105","PWRTRN_A",1,2033,88.5098684021978
"RE1","S105","PWRTRN_A",1,2034,94.7279256878537
"RE1","S105","PWRTRN_A",1,2035,103.578383785889
"RE1","S105","PWRTRN_A",1,2036,111.33869310995
"RE1","S105","PWRTRN_A",1,2037,119.664180079747
"RE1","S105","PWRTRN_A",1,2038,128.596420711945
"RE1","S105","PWRTRN_A",1,2039,138.180119706301
"RE1","S105","PWRTRN_A",1,2040,148.463266702257
"RE1","S105","PWRTRN_A",1,2041,156.836652531743
"RE1","S105","PWRTRN_A",1,2042,165.680229978426
"RE1","S105","PWRTRN_A",1,2043,175.020242603001
"RE1","S105","PWRTRN_A",1,2044,184.884607509756
"RE1","S105","PWRTRN_A",1,2045,195.302505173026
"RE1","S105","PWRTRN_A",1,2046,206.526551449645
"RE1","S105","PWRTRN_A",1,2047,218.378322177256
"RE1","S105","PWRTRN_A",1,2048,230.892902731229
"RE1","S105","PWRTRN_A",1,2049,244.107318376992
"RE1","S105","PWRTRN_A",1,2050,258.060603520105
"RE1","S105","PWRDIST_A",1,2015,25.3231383505901
"RE1","S105","PWRDIST_A",1,2016,26.4513997149696
"RE1","S105","PWRDIST_A",1,2017,28.5577030398374
"RE1","S105","PWRDIST_A",1,2018,30.6639974864899
"RE1","S105","PWRDIST_A",1,2019,32.7703008113578
"RE1","S105","PWRDIST_A",1,2020,34.8765952668885
"RE1","S105","PWRDIST_A",1,2021,36.7635445159786
"RE1","S105","PWRDIST_A",1,2022,38.7844216437743
"RE1","S105","PWRDIST_A",1,2023,40.9466932471498
"RE1","S105","PWRDIST_A",1,2024,43.2584739883095
"RE1","S105","PWRDIST_A",1,2025,45.7285177964765
"RE1","S105","PWRDIST_A",1,2026,48.9149448020419
"RE1","S105","PWRDIST_A",1,2027,52.3208945605987
"RE1","S105","PWRDIST_A",1,2028,55.9609095800284
"RE1","S105","PWRDIST_A",1,2029,59.8503847123997
"RE1","S105","PWRDIST_A",1,2030,64.005797889908
"RE1","S105","PWRDIST_A",1,2031,68.5896737673246
"RE1","S105","PWRDIST_A",1,2032,73.5298590440277
"RE1","S105","PWRDIST_A",1,2033,78.8506622736728
"RE1","S105","PWRDIST_A",1,2034,84.5785050784408
"RE1","S105","PWRDIST_A",1,2035,92.6875917547104
"RE1","S105","PWRDIST_A",1,2036,99.8553301434528
"RE1","S105","PWRDIST_A",1,2037,107.563307936851
"RE1","S105","PWRDIST_A",1,2038,115.852631272022
"RE1","S105","PWRDIST_A",1,2039,124.767602443613
"RE1","S105","PWRDIST_A",1,2040,134.355897468106
"RE1","S105","PWRDIST_A",1,2041,142.255467148973
"RE1","S105","PWRDIST_A",1,2042,150.618390889478
"RE1","S105","PWRDIST_A",1,2043,159.47174724647
"RE1","S105","PWRDIST_A",1,2044,168.844390419869
"RE1","S105","PWRDIST_A",1,2045,178.766595124051
"RE1","S105","PWRDIST_A",1,2046,189.473900412518
"RE1","S105","PWRDIST_A",1,2047,200.807652576787
"RE1","S105","PWRDIST_A",1,2048,212.804518646294
"RE1","S105","PWRDIST_A",1,2049,225.503296422163
"RE1","S105","PWRDIST_A",1,2050,238.945003259357
"RE1","S105","MINBIO_A",1,2015,4.0586832
"RE1","S105","MINBIO_A",1,2016,4.0586832
"RE1","S105","MINBIO_A",1,2017,4.0586832
"RE1","S105","MINBIO_A",1,2018,4.0586832
"RE1","S105","MINBIO_A",1,2019,4.0586832
"RE1","S105","MINBIO_A",1,2020,4.0586832
"RE1","S105","MINBIO_A",1,2021,4.0586832
"RE1","S105","MINBIO_A",1,2022,4.0586832
"RE1","S105","MINBIO_A",1,2023,4.0586832
"RE1","S105","MINBIO_A",1,2024,4.0586832
"RE1","S105","MINBIO_A",1,2025,4.0586832
"RE1","S105","MINBIO_A",1,2026,4.0586832
